"","coral_num","umol.cm2.hr","Rate","genotype","wound","temp","date","chamber_vol","SA","file.names.full","wound_status"
"250","98",0.575839880849884,"Gross Photosynthesis",66,"2","H",20230701,646.008327431687,26.7616600841279,"20230701_F_H_98_O2","wounded"
"251","101",0.503150633041621,"Gross Photosynthesis",66,"2","A",20230702,647.284470378168,13.5499835962119,"20230702_F_A_101_O2","wounded"
"252","108",0.411488284614202,"Gross Photosynthesis",66,"0","A",20230702,647.010031345855,21.9930283865468,"20230702_F_A_108_O2","no wound"
"253","11",0.474172594866993,"Gross Photosynthesis",68,"0","A",20230702,646.718800632789,23.8275331585908,"20230702_F_A_11_O2","no wound"
"254","12",0.408708389996214,"Gross Photosynthesis",68,"1","A",20230702,646.204555409717,34.6832624282118,"20230702_F_A_12_O2","wounded"
"255","16",0.33568154237141,"Gross Photosynthesis",68,"2","A",20230702,645.835663173167,40.2164962620056,"20230702_F_A_16_O2","wounded"
"256","20",0.329329267773502,"Gross Photosynthesis",70,"1","A",20230702,647.290242518427,13.4311055255641,"20230702_F_A_20_O2","wounded"
"257","29",0.374957367199497,"Gross Photosynthesis",70,"2","A",20230702,646.841589798298,17.0676937776571,"20230702_F_A_29_O2","wounded"
"258","34",0.351809798714241,"Gross Photosynthesis",70,"0","A",20230702,647.018427186232,18.0673502808327,"20230702_F_A_34_O2","no wound"
"259","37",0.468464312356421,"Gross Photosynthesis",69,"0","A",20230702,646.632743268928,23.2736694203448,"20230702_F_A_37_O2","no wound"
"260","42",0.367827526141357,"Gross Photosynthesis",69,"2","A",20230702,646.501033523019,23.8059189639275,"20230702_F_A_42_O2","wounded"
"261","54",0.4980859210884,"Gross Photosynthesis",69,"1","A",20230702,647.492792167514,11.7506018904958,"20230702_F_A_54_O2","wounded"
"262","62",0.40224113365894,"Gross Photosynthesis",65,"2","A",20230702,647.384170982641,15.1170127092981,"20230702_F_A_62_O2","wounded"
"263","67",0.365189551619535,"Gross Photosynthesis",65,"1","A",20230702,646.75605717446,15.0278541563122,"20230702_F_A_67_O2","wounded"
"264","68",0.516926044652612,"Gross Photosynthesis",65,"0","A",20230702,647.408833763747,17.621557515903,"20230702_F_A_68_O2","no wound"
"265","75",0.419169674036782,"Gross Photosynthesis",67,"1","A",20230702,646.4448863405,28.3692158122077,"20230702_F_A_75_O2","wounded"
"266","77",0.430443080811282,"Gross Photosynthesis",67,"0","A",20230702,647.308083679227,18.8670754833733,"20230702_F_A_77_O2","no wound"
"267","78",0.443551811131619,"Gross Photosynthesis",67,"2","A",20230702,646.769700415073,19.5452208409329,"20230702_F_A_78_O2","wounded"
"268","91",0.538144864742468,"Gross Photosynthesis",66,"1","A",20230702,646.480043922077,19.7289414955706,"20230702_F_A_91_O2","wounded"
"269","14",0.409121095436772,"Gross Photosynthesis",68,"2","H",20230702,646.518874683819,17.0595884546583,"20230702_F_H_14_O2","wounded"
"270","2",0.465448854600722,"Gross Photosynthesis",68,"1","H",20230702,645.352902351508,49.0972284942714,"20230702_F_H_2_O2","wounded"
"271","28",0.513502687370907,"Gross Photosynthesis",70,"0","H",20230702,646.925548202065,17.943068661519,"20230702_F_H_28_O2","no wound"
"272","33",0.291150785860587,"Gross Photosynthesis",70,"2","H",20230702,647.351112361158,17.478363476259,"20230702_F_H_33_O2","wounded"
"273","35",0.472488688972274,"Gross Photosynthesis",70,"1","H",20230702,647.49803956775,9.85665808312786,"20230702_F_H_35_O2","wounded"
"274","45",0.488846076410085,"Gross Photosynthesis",69,"2","H",20230702,646.169922568163,30.4225643052172,"20230702_F_H_45_O2","wounded"
"275","47",0.512808170617143,"Gross Photosynthesis",69,"0","H",20230702,647.035218866985,20.6016146050996,"20230702_F_H_47_O2","no wound"
"276","50",0.407631800036537,"Gross Photosynthesis",69,"1","H",20230702,646.454856400947,26.9832055794263,"20230702_F_H_50_O2","wounded"
"277","55",0.555564292011699,"Gross Photosynthesis",65,"2","H",20230702,646.834243437968,22.6225418061141,"20230702_F_H_55_O2","wounded"
"278","60",0.586822099944342,"Gross Photosynthesis",65,"0","H",20230702,646.86415361931,26.5428163631625,"20230702_F_H_60_O2","no wound"
"279","70",0.547198465257321,"Gross Photosynthesis",65,"1","H",20230702,647.134919471458,17.680996551227,"20230702_F_H_70_O2","wounded"
"280","73",0.495444805445372,"Gross Photosynthesis",67,"2","H",20230702,646.614377368104,25.305403718691,"20230702_F_H_73_O2","wounded"
"281","84",0.404570817248939,"Gross Photosynthesis",67,"1","H",20230702,646.698860511894,17.9025420465253,"20230702_F_H_84_O2","wounded"
"282","89",0.420484154201377,"Gross Photosynthesis",67,"0","H",20230702,646.947587283053,18.9778482310224,"20230702_F_H_89_O2","no wound"
"283","94",0.470239291743077,"Gross Photosynthesis",66,"2","H",20230702,646.117973305833,18.7752151560544,"20230702_F_H_94_O2","wounded"
"284","96",0.386322061290887,"Gross Photosynthesis",66,"1","H",20230702,646.368799037086,22.3442590498247,"20230702_F_H_96_O2","wounded"
"285","99",0.516825572140602,"Gross Photosynthesis",66,"0","H",20230702,646.861529919192,21.9200804795583,"20230702_F_H_99_O2","no wound"
"286","1",0.32488260707663,"Gross Photosynthesis",68,"0","A",20230703,645.828950446149,34.4536116099147,"20230703_F_A_1_O2","no wound"
"287","102",0.399843559263413,"Gross Photosynthesis",66,"2","A",20230703,647.199752320613,17.6053468699056,"20230703_F_A_102_O2","wounded"
"288","105",0.426109268234414,"Gross Photosynthesis",66,"1","A",20230703,645.736795698286,35.9747105593413,"20230703_F_A_105_O2","wounded"
"289","107",0.517944185015713,"Gross Photosynthesis",66,"0","A",20230703,647.560517214236,10.6752957059987,"20230703_F_A_107_O2","no wound"
"290","21",0.437946798175926,"Gross Photosynthesis",70,"0","A",20230703,647.251065759764,15.9950893674929,"20230703_F_A_21_O2","no wound"
"291","22",0.358396533558601,"Gross Photosynthesis",70,"1","A",20230703,647.099743474921,16.0464230798181,"20230703_F_A_22_O2","wounded"
"292","27",0.389354313638518,"Gross Photosynthesis",70,"2","A",20230703,646.574042526883,21.8363254752382,"20230703_F_A_27_O2","wounded"
