"","coral_num","umol.cm2.hr","Rate","genotype","wound","temp","date","chamber_vol","SA","file.names.full","wound_status"
"118","52",0.114765816917945,"Net Photosythesis",69,"1","A",20230613,647.7625496,10.5266981176888,"20230613_24_A_52_O2","wounded"
"119","57",0.0473099963390797,"Net Photosythesis",65,"0","A",20230613,647.1883599,26.9561878360973,"20230613_24_A_57_O2","no wound"
"120","59",0.080652946250195,"Net Photosythesis",65,"2","A",20230613,647.2728613,25.48101905033,"20230613_24_A_59_O2","wounded"
"121","69",0.149892044140812,"Net Photosythesis",65,"1","A",20230613,647.5284649,12.1585698147647,"20230613_24_A_69_O2","wounded"
"122","85",0.161713126564457,"Net Photosythesis",67,"1","A",20230613,646.6367388,20.3449460434734,"20230613_24_A_85_O2","wounded"
"123","87",0.138992764580799,"Net Photosythesis",67,"2","A",20230613,647.582,14.9305902803275,"20230613_24_A_87_O2","wounded"
"124","9",0.182185022606384,"Net Photosythesis",68,"2","A",20230613,646.9710705,23.1358789293665,"20230613_24_A_9_O2","wounded"
"125","90",0.148991629994089,"Net Photosythesis",67,"0","A",20230613,647.1253774,18.9589358106921,"20230613_24_A_90_O2","no wound"
"126","18",0.0741418865932709,"Net Photosythesis",68,"0","H",20230613,646.8613761,23.4952149156432,"20230613_24_H_18_O2","no wound"
"127","23",0.190109613885776,"Net Photosythesis",70,"1","H",20230613,647.4287428,14.5145170330597,"20230613_24_H_23_O2","wounded"
"128","24",0.102435761645926,"Net Photosythesis",70,"2","H",20230613,647.3263963,17.3189587906174,"20230613_24_H_24_O2","wounded"
"129","3",0.0824546498811565,"Net Photosythesis",68,"1","H",20230613,646.6031482,28.331390971547,"20230613_24_H_3_O2","wounded"
"130","32",0.137025437095052,"Net Photosythesis",70,"0","H",20230613,646.2284028,25.8268461649421,"20230613_24_H_32_O2","no wound"
"131","43",0.282944454195433,"Net Photosythesis",69,"2","H",20230613,646.2404745,33.5917455977173,"20230613_24_H_43_O2","wounded"
"132","46",0.181341989035568,"Net Photosythesis",69,"1","H",20230613,647.1201289,15.7708420978616,"20230613_24_H_46_O2","wounded"
"133","51",0.156424997232598,"Net Photosythesis",69,"0","H",20230613,647.3825557,15.9545627524993,"20230613_24_H_51_O2","no wound"
"134","56",0.16205786178992,"Net Photosythesis",65,"1","H",20230613,647.0886377,21.0420038213635,"20230613_24_H_56_O2","wounded"
"135","58",0.253210816876827,"Net Photosythesis",65,"0","H",20230613,647.7126885,11.4750209085392,"20230613_24_H_58_O2","no wound"
"136","63",0.0239812942463858,"Net Photosythesis",65,"2","H",20230613,647.4297925,19.0399890406792,"20230613_24_H_63_O2","wounded"
"137","7",0.0839378176127409,"Net Photosythesis",68,"2","H",20230613,645.747637,42.9452883382418,"20230613_24_H_7_O2","wounded"
"138","74",0.123886241703995,"Net Photosythesis",67,"1","H",20230613,647.1579184,17.9052438208582,"20230613_24_H_74_O2","wounded"
"139","76",0.0990121143582044,"Net Photosythesis",67,"2","H",20230613,646.6782023,20.882599135722,"20230613_24_H_76_O2","wounded"
"140","81",0.209381748325234,"Net Photosythesis",67,"0","H",20230613,646.7312125,19.6073616505898,"20230613_24_H_81_O2","no wound"
"141","92",0.0676909570856753,"Net Photosythesis",66,"1","H",20230613,647.3353188,11.3237215458964,"20230613_24_H_92_O2","wounded"
"142","97",0.0885913918478685,"Net Photosythesis",66,"0","H",20230613,646.1921879,30.9548138487998,"20230613_24_H_97_O2","no wound"
"143","98",0.200663105910324,"Net Photosythesis",66,"2","H",20230613,646.0903664,26.7616600841279,"20230613_24_H_98_O2","wounded"
"144","108",0.121765222935645,"Net Photosythesis",66,"0","A",20230614,647.1885948,21.9930283865468,"20230614_24_A_108_O2","no wound"
"145","12",0.114829345994183,"Net Photosythesis",68,"1","A",20230614,646.3757468,34.6832624282118,"20230614_24_A_12_O2","wounded"
"146","16",0.190571116711187,"Net Photosythesis",68,"2","A",20230614,646.1481493,40.2164962620056,"20230614_24_A_16_O2","wounded"
"147","20",0.173972190642545,"Net Photosythesis",70,"1","A",20230614,647.356933,13.4311055255641,"20230614_24_A_20_O2","wounded"
"148","34",0.149270081795963,"Net Photosythesis",70,"0","A",20230614,647.1015414,18.0673502808327,"20230614_24_A_34_O2","no wound"
"149","37",0.0783678650099487,"Net Photosythesis",69,"0","A",20230614,646.7328755,23.2736694203448,"20230614_24_A_37_O2","no wound"
"150","42",0.216888779528099,"Net Photosythesis",69,"2","A",20230614,646.6951174,23.8059189639275,"20230614_24_A_42_O2","wounded"
"151","54",0.298160775037168,"Net Photosythesis",69,"1","A",20230614,647.5284177,11.7506018904958,"20230614_24_A_54_O2","wounded"
"152","75",0.133174157888253,"Net Photosythesis",67,"1","A",20230614,646.585514,28.3692158122077,"20230614_24_A_75_O2","wounded"
"153","101",0.0903933392693732,"Net Photosythesis",66,"2","A",20230614,647.4361201,13.5499835962119,"20230614_24_A_101_O2","wounded"
"154","11",0.122672159399763,"Net Photosythesis",68,"0","A",20230614,646.9179951,23.8275331585908,"20230614_24_A_11_O2","no wound"
"155","29",0.134339614630872,"Net Photosythesis",70,"2","A",20230614,646.9284834,17.0676937776571,"20230614_24_A_29_O2","wounded"
"156","62",0.188259344107696,"Net Photosythesis",65,"2","A",20230614,647.4922328,15.1170127092981,"20230614_24_A_62_O2","wounded"
"157","67",0.0659424121001722,"Net Photosythesis",65,"1","A",20230614,646.8435277,15.0278541563122,"20230614_24_A_67_O2","wounded"
"158","68",0.114156792003951,"Net Photosythesis",65,"0","A",20230614,647.5567363,17.621557515903,"20230614_24_A_68_O2","no wound"
"159","77",0.20818983159081,"Net Photosythesis",67,"0","A",20230614,647.4518526,18.8670754833733,"20230614_24_A_77_O2","no wound"
"160","78",0.203458848826131,"Net Photosythesis",67,"2","A",20230614,646.86398,19.5452208409329,"20230614_24_A_78_O2","wounded"
"161","91",0.215040732265874,"Net Photosythesis",66,"1","A",20230614,646.6222233,19.7289414955706,"20230614_24_A_91_O2","wounded"
"162","14",0.209971220769116,"Net Photosythesis",68,"2","H",20230614,646.626943,17.0595884546583,"20230614_24_H_14_O2","wounded"
"163","2",0.0249099607642915,"Net Photosythesis",68,"1","H",20230614,645.6667336,49.0972284942714,"20230614_24_H_2_O2","wounded"
"164","28",0.0844622630673157,"Net Photosythesis",70,"0","H",20230614,647.0160612,17.943068661519,"20230614_24_H_28_O2","no wound"
"165","33",0.0664049205747766,"Net Photosythesis",70,"2","H",20230614,647.3333342,17.478363476259,"20230614_24_H_33_O2","wounded"
"166","35",0.148569424863236,"Net Photosythesis",70,"1","H",20230614,647.54887,9.85665808312786,"20230614_24_H_35_O2","wounded"
"167","45",0.157853754872455,"Net Photosythesis",69,"2","H",20230614,646.3463794,30.4225643052172,"20230614_24_H_45_O2","wounded"
