"","coral_num","genotype","wound","temp","wound_status","timepoint","R.hours","P.hours","PR_Ratio"
"328",43,69,2,"H","wounded",19,5.72207407652851,5.30824270111332,0.927678081429828
"329",46,69,1,"H","wounded",19,5.88621357243283,5.36769186222007,0.911909123950043
"330",51,69,0,"H","no wound",19,6.12357838335194,6.07133782659799,0.991468949446948
"331",56,65,1,"H","wounded",19,7.84518495647142,7.04210461493465,0.897633982373569
"332",58,65,0,"H","no wound",19,7.93687191437832,7.12187212818991,0.897314736210878
"333",63,65,2,"H","wounded",19,6.11279133351333,4.42569098716196,0.72400491783486
"334",7,68,2,"H","wounded",19,4.96990065525852,4.72038861152142,0.949795365934911
"335",74,67,1,"H","wounded",19,7.36951845521594,5.73658066094204,0.778420014252335
"336",76,67,2,"H","wounded",19,6.184627006533,4.57978825407586,0.740511634612418
"337",81,67,0,"H","no wound",19,7.62370080827887,4.17499203904396,0.547633248475619
"338",92,66,1,"H","wounded",19,7.13027856068085,6.3402994657632,0.889207821518516
"339",97,66,0,"H","no wound",19,5.89563712987622,3.95081591992597,0.670125354205598
"340",98,66,2,"H","wounded",19,6.24161587986906,6.33423868934872,1.01483955617621
"341",101,66,2,"A","wounded",19,7.11732858202216,5.53465696345783,0.777631227738728
"342",108,66,0,"A","no wound",19,5.42620034968241,4.52637113075622,0.834169554948546
"343",12,68,1,"A","wounded",19,5.42132906711703,4.49579228995835,0.829278620482106
"344",16,68,2,"A","wounded",19,4.92864870670532,3.69249696608551,0.749190535949935
"345",20,70,1,"A","wounded",19,5.26841061314752,3.62262194550852,0.687611921604616
"346",29,70,2,"A","wounded",19,4.58760944763648,4.12453103919447,0.899058885956259
"347",34,70,0,"A","no wound",19,5.30681288291024,3.86990778585665,0.72923388693788
"348",42,69,2,"A","wounded",19,5.59432730099667,4.04610278755493,0.723250995134676
"349",54,69,1,"A","wounded",19,6.09577856349994,5.4789451319724,0.898809737738672
"350",62,65,2,"A","wounded",19,6.70822364014609,4.42465247024834,0.659586308925142
"351",67,65,1,"A","wounded",19,5.27578444069665,4.01708506781489,0.761419484243455
"352",68,65,0,"A","no wound",19,5.75192546578195,5.68618649117873,0.98857096202058
"353",75,67,1,"A","wounded",19,6.00466369919772,4.6108664144046,0.767880874830785
"354",77,67,0,"A","no wound",19,6.46096333720894,4.7348738889241,0.732843330290358
"355",78,67,2,"A","wounded",19,7.45034083655955,4.87906992244781,0.654878753802207
"356",91,66,1,"A","wounded",19,6.12785930696301,5.91959351216715,0.966013287126352
"357",14,68,2,"H","wounded",19,6.33775956901672,4.50033204980449,0.710082482744404
"358",2,68,1,"H","wounded",19,5.29369114353146,5.11993740060794,0.967177204296129
"359",28,70,0,"H","no wound",19,4.78580419092924,5.64852956107998,1.18026758633082
"360",33,70,2,"H","wounded",19,4.17855523613585,3.20265864446646,0.766451192692176
"361",35,70,1,"H","wounded",19,5.7981269138312,5.19737557869501,0.896388722760946
"362",45,69,2,"H","wounded",19,5.51936273390555,5.37730684051093,0.974262265365898
"363",47,69,0,"H","no wound",19,6.58818341265549,5.64088987678857,0.856213241718919
"364",50,69,1,"H","wounded",19,5.4386498691807,4.48394980040191,0.824460097314077
"365",55,65,2,"H","wounded",19,6.19718491879304,6.11120721212869,0.986126328681331
"366",60,65,0,"H","no wound",19,6.96038483886654,6.45504309938776,0.927397442644699
"367",70,65,1,"H","wounded",19,6.83563814931901,6.01918311783053,0.880559062130897
"368",73,67,2,"H","wounded",19,5.74146070987306,5.44989285989909,0.94921713049911
"369",84,67,1,"H","wounded",19,6.25722800695405,4.45027898973833,0.711222123405516
"370",89,67,0,"H","no wound",19,5.88082645720587,4.62532569621515,0.786509469353182
"371",94,66,2,"H","wounded",19,5.97776992793978,5.17263220917385,0.865311357166363
"372",96,66,1,"H","wounded",19,6.17372960046576,4.24954267419976,0.688326659768054
"373",99,66,0,"H","no wound",19,6.08954157733935,5.68508129354662,0.933581160641414
"374",1,68,0,"A","no wound",19,4.33579668040145,3.57370867784293,0.824233454948825
"375",102,66,2,"A","wounded",19,7.14644133478488,4.39827915189754,0.615450256407924
"376",105,66,1,"A","wounded",19,7.06897373767387,4.68720195057855,0.663066821934599
"377",107,66,0,"A","no wound",19,7.30125070607866,5.69738603517284,0.780330146782863
"378",21,70,0,"A","no wound",19,5.59548695383558,4.81741477993519,0.860946476987666
"379",22,70,1,"A","wounded",19,5.7520247619437,3.94236186914461,0.685386804178573
"380",27,70,2,"A","wounded",19,5.31010322866623,4.2828974500237,0.806556344687005
"381",38,69,1,"A","wounded",19,6.62033582311993,5.2926324862501,0.799450757130304
"382",4,68,2,"A","wounded",19,6.00364726892291,5.05451776633458,0.841907850332684
"383",44,69,2,"A","wounded",19,4.77518670748999,3.80003137152078,0.795786972174375
"384",53,69,0,"A","no wound",19,5.71397991302103,5.51707301973442,0.965539449510857
"385",6,68,1,"A","wounded",19,4.951522389124,4.09031054938642,0.826071302509058
"386",64,65,0,"A","no wound",19,7.33014718160117,6.10817183752624,0.833294569153793
"387",65,65,2,"A","wounded",19,6.35432760820853,4.81361030250906,0.75753259814474
"388",82,67,2,"A","wounded",19,6.49303655448503,4.59545053293382,0.707750602414141
"389",83,67,0,"A","no wound",19,6.42621344684441,5.39948064508352,0.840227404481085
"390",88,67,1,"A","wounded",19,6.57558215983688,4.11849275864289,0.626331275092007
"391",10,68,1,"H","wounded",19,5.41670204723929,4.68193246122333,0.864351116305085
"392",100,66,1,"H","wounded",19,7.59160689652255,5.99543704592056,0.789745455427475
"393",13,68,2,"H","wounded",19,5.07524463139656,5.18863504238401,1.02234186117571
"394",30,70,1,"H","wounded",19,4.31453572868084,4.03429787637774,0.935047970413081
"395",31,70,2,"H","wounded",19,4.40455277231677,4.85339986577775,1.10190525954918
"396",36,70,0,"H","no wound",19,4.499176520181,3.64004536579504,0.809047022153423
"397",39,69,2,"H","wounded",19,5.19789298068722,6.09176238210845,1.17196764241634
"398",40,69,0,"H","no wound",19,4.54465220885704,3.58646606615991,0.789161832707523
"399",48,69,1,"H","wounded",19,5.93906329555808,6.91376940787608,1.16411781855347
"400",61,65,0,"H","no wound",19,6.35959910984075,5.14529886998869,0.809060253818033
"401",66,65,2,"H","wounded",19,5.96971270587985,4.48305321418305,0.750966325358921
"402",72,65,1,"H","wounded",19,5.61834568362085,5.25805997561651,0.935873346302867
"403",79,67,2,"H","wounded",19,6.10646326780993,6.34351710353499,1.03882015257091
"404",8,68,0,"H","no wound",19,5.93056676072825,4.43510049339428,0.747837546111643
"405",80,67,1,"H","wounded",19,5.98873046532537,5.81149924514409,0.970405877972394
"406",86,67,0,"H","no wound",19,5.48513155186768,5.35372525387231,0.976043182054472
"407",93,66,2,"H","wounded",19,5.34923945675665,5.62126646507516,1.0508533989771
"408",95,66,0,"H","no wound",19,5.11218666331588,5.56587789396143,1.08874700016358
