"","coral_num","umol.cm2.hr","Rate","genotype","wound","temp","date","chamber_vol","SA","file.names.full","wound_status","timepoint"
"228",33,0.625030686170485,"Gross Photosynthesis",70,"2","H",20230605,647.3816565,10.0424265,"20230605_g1_33_O2","wounded","0"
"229",38,0.572876791866191,"Gross Photosynthesis",69,"1","A",20230605,647.2523945,9.561771,"20230605_g1_38_O2","wounded","0"
"230",4,0.62768861499844,"Gross Photosynthesis",68,"2","A",20230605,646.0585602,22.0411515,"20230605_g1_4_O2","wounded","0"
"231",40,0.618184019736631,"Gross Photosynthesis",69,"0","H",20230605,645.7023016,26.901793,"20230605_g1_40_O2","no wound","0"
"232",41,0.635279942464754,"Gross Photosynthesis",69,"0","A",20230605,646.6255264,19.7038925,"20230605_g1_41_O2","no wound","0"
"233",48,0.66043727038323,"Gross Photosynthesis",69,"1","H",20230605,647.0847743,11.2200835,"20230605_g1_48_O2","wounded","0"
"234",51,0.744129884958564,"Gross Photosynthesis",69,"0","H",20230605,647.4588985,8.4441665,"20230605_g1_51_O2","no wound","0"
"235",53,0.589084083083297,"Gross Photosynthesis",69,"0","A",20230605,647.481493,8.235592,"20230605_g1_53_O2","no wound","0"
"236",56,0.781682742714443,"Gross Photosynthesis",65,"1","H",20230605,647.1567617,14.5612005,"20230605_g1_56_O2","wounded","0"
"237",58,0.596690018134798,"Gross Photosynthesis",65,"0","H",20230605,647.7652389,9.7158665,"20230605_g1_58_O2","no wound","0"
"238",6,0.545299708864255,"Gross Photosynthesis",68,"1","A",20230605,646.7153793,17.9765,"20230605_g1_6_O2","wounded","0"
"239",60,0.557137030818075,"Gross Photosynthesis",65,"0","H",20230605,647.1861872,18.8185695,"20230605_g1_60_O2","no wound","0"
"240",62,0.743891436380699,"Gross Photosynthesis",65,"2","A",20230605,647.5587349,8.441105,"20230605_g1_62_O2","wounded","0"
"241",64,0.694220826171988,"Gross Photosynthesis",65,"0","A",20230605,647.6228405,7.920336,"20230605_g1_64_O2","no wound","0"
"242",66,0.616310902312237,"Gross Photosynthesis",65,"2","H",20230605,646.8294031,23.819726,"20230605_g1_66_O2","wounded","0"
"243",7,0.671610962863519,"Gross Photosynthesis",68,"2","H",20230605,645.8751764,24.701438,"20230605_g1_7_O2","wounded","0"
"244",72,0.545584636307627,"Gross Photosynthesis",65,"1","H",20230605,647.2865491,13.6717955,"20230605_g1_72_O2","wounded","0"
"245",75,0.701779446438195,"Gross Photosynthesis",67,"1","A",20230605,646.6271028,20.1866675,"20230605_g1_75_O2","wounded","0"
"246",76,0.732025922490696,"Gross Photosynthesis",67,"2","H",20230605,646.6701901,13.954945,"20230605_g1_76_O2","wounded","0"
"247",79,0.624766422654191,"Gross Photosynthesis",67,"2","H",20230605,647.2466145,15.9606985,"20230605_g1_79_O2","wounded","0"
"248",81,0.701236112818824,"Gross Photosynthesis",67,"0","H",20230605,646.8146903,10.2396185,"20230605_g1_81_O2","no wound","0"
"249",83,0.749012850072554,"Gross Photosynthesis",67,"0","A",20230605,647.1042162,11.238845,"20230605_g1_83_O2","no wound","0"
"250",91,0.444370143303617,"Gross Photosynthesis",66,"1","A",20230605,646.6791229,14.1465635,"20230605_g1_91_O2","wounded","0"
"251",93,0.415356321913255,"Gross Photosynthesis",66,"2","H",20230605,646.7117011,18.8337985,"20230605_g1_93_O2","wounded","0"
"252",96,0.550137787283666,"Gross Photosynthesis",66,"1","H",20230605,646.5987282,16.3761205,"20230605_g1_96_O2","wounded","0"
"253",1,0.455247495561798,"Gross Photosynthesis",68,"0","A",20230606,646.0851762,22.4680345,"20230606_g2_1_O2","no wound","0"
"254",10,0.663080827585189,"Gross Photosynthesis",68,"1","H",20230606,646.7345869,19.3291335,"20230606_g2_10_O2","wounded","0"
"255",100,0.552308421758395,"Gross Photosynthesis",66,"1","H",20230606,647.207744,13.6195145,"20230606_g2_100_O2","wounded","0"
"257",13,0.573586381752979,"Gross Photosynthesis",68,"2","H",20230606,647.3110831,11.47984,"20230606_g2_13_O2","wounded","0"
"258",14,0.677582343094067,"Gross Photosynthesis",68,"2","H",20230606,646.6821305,12.110666,"20230606_g2_14_O2","wounded","0"
"259",16,0.603897916943133,"Gross Photosynthesis",68,"2","A",20230606,646.2724457,25.3558925,"20230606_g2_16_O2","wounded","0"
"261",19,0.339945132025751,"Gross Photosynthesis",70,"0","A",20230606,647.4180943,9.6147585,"20230606_g2_19_O2","no wound","0"
"262",22,0.51536518754947,"Gross Photosynthesis",70,"1","A",20230606,647.1941053,10.36043,"20230606_g2_22_O2","wounded","0"
"263",26,0.370301891011115,"Gross Photosynthesis",70,"1","A",20230606,647.3079357,8.60668976,"20230606_g2_26_O2","wounded","0"
"264",28,0.564337912969608,"Gross Photosynthesis",70,"0","H",20230606,647.0755537,11.339482,"20230606_g2_28_O2","no wound","0"
"265",30,0.488261873553033,"Gross Photosynthesis",70,"1","H",20230606,646.6459355,12.4358915,"20230606_g2_30_O2","wounded","0"
"266",32,0.300829867247079,"Gross Photosynthesis",70,"0","H",20230606,646.8662526,17.049415,"20230606_g2_32_O2","no wound","0"
"267",35,0.404884170493726,"Gross Photosynthesis",70,"1","H",20230606,647.660443,7.872922,"20230606_g2_35_O2","wounded","0"
"269",42,0.675162627527966,"Gross Photosynthesis",69,"2","A",20230606,646.7896662,14.538043,"20230606_g2_42_O2","wounded","0"
"270",43,0.719451958817056,"Gross Photosynthesis",69,"2","H",20230606,646.3757849,21.7254245,"20230606_g2_43_O2","wounded","0"
"271",45,0.768476073924565,"Gross Photosynthesis",69,"2","H",20230606,646.4759767,16.9874785,"20230606_g2_45_O2","wounded","0"
"272",47,0.628392988674094,"Gross Photosynthesis",69,"0","H",20230606,647.257053,13.235728,"20230606_g2_47_O2","no wound","0"
"274",52,0.657948792690134,"Gross Photosynthesis",69,"1","A",20230606,647.7637822,7.445882,"20230606_g2_52_O2","wounded","0"
"275",55,0.789155476456743,"Gross Photosynthesis",65,"2","H",20230606,647.1479436,14.2968125,"20230606_g2_55_O2","wounded","0"
"276",59,0.718913211040604,"Gross Photosynthesis",65,"2","A",20230606,647.37508,16.2560155,"20230606_g2_59_O2","wounded","0"
"277",65,0.658681742274892,"Gross Photosynthesis",65,"2","A",20230606,647.1405997,16.358458,"20230606_g2_65_O2","wounded","0"
"278",69,0.549337963680057,"Gross Photosynthesis",65,"1","A",20230606,647.562874,9.3852245,"20230606_g2_69_O2","wounded","0"
"280",74,0.782429561190355,"Gross Photosynthesis",67,"1","H",20230606,647.1143715,13.2631245,"20230606_g2_74_O2","wounded","0"
"281",77,0.795675576214694,"Gross Photosynthesis",67,"0","A",20230606,647.5298265,10.508481,"20230606_g2_77_O2","no wound","0"
"282",82,0.668732004147995,"Gross Photosynthesis",67,"2","A",20230606,647.428061,9.9410045,"20230606_g2_82_O2","wounded","0"
"283",85,0.658012489630128,"Gross Photosynthesis",67,"1","A",20230606,646.6433127,11.4931065,"20230606_g2_85_O2","wounded","0"
"284",87,0.598216160570497,"Gross Photosynthesis",67,"2","A",20230606,647.6468043,8.141706,"20230606_g2_87_O2","wounded","0"
"285",88,0.609795325702592,"Gross Photosynthesis",67,"1","A",20230606,647.0844713,8.241558,"20230606_g2_88_O2","wounded","0"
"286",89,0.969019172124204,"Gross Photosynthesis",67,"0","H",20230606,647.1579103,10.0967485,"20230606_g2_89_O2","no wound","0"
"287",95,0.639040889753222,"Gross Photosynthesis",66,"0","H",20230606,646.6459355,18.211058,"20230606_g2_95_O2","no wound","0"
"288",98,0.634461709440957,"Gross Photosynthesis",66,"2","H",20230606,646.1816961,20.599813,"20230606_g2_98_O2","wounded","0"
"289",101,0.506200466953739,"Gross Photosynthesis",66,"2","A",20230607,647.508909,10.4283325,"20230607_g3_101_O2","wounded","0"
"290",106,0.55254227275995,"Gross Photosynthesis",66,"1","A",20230607,646.5974319,19.363752,"20230607_g3_106_O2","wounded","0"
"291",107,0.677100776385743,"Gross Photosynthesis",66,"0","A",20230607,647.6725343,7.4710805,"20230607_g3_107_O2","no wound","0"
"292",108,0.671588014603951,"Gross Photosynthesis",66,"0","A",20230607,647.2823508,14.707603,"20230607_g3_108_O2","no wound","0"
"293",12,0.486640432282523,"Gross Photosynthesis",68,"1","A",20230607,646.4065356,27.4179305,"20230607_g3_12_O2","wounded","0"
"294",15,0.450480859874112,"Gross Photosynthesis",68,"0","A",20230607,647.2582265,10.8588265,"20230607_g3_15_O2","no wound","0"
"295",20,0.64860758677055,"Gross Photosynthesis",70,"1","A",20230607,647.355248,9.007718,"20230607_g3_20_O2","wounded","0"
"296",24,0.460996927753888,"Gross Photosynthesis",70,"2","H",20230607,647.3688834,9.7893425,"20230607_g3_24_O2","wounded","0"
"297",29,0.578611339232188,"Gross Photosynthesis",70,"2","A",20230607,646.9325492,12.2542425,"20230607_g3_29_O2","wounded","0"
"298",31,0.594645319496621,"Gross Photosynthesis",70,"2","H",20230607,646.2906343,12.000295,"20230607_g3_31_O2","wounded","0"
"299",34,0.653552435099962,"Gross Photosynthesis",70,"0","A",20230607,647.1606807,10.827819,"20230607_g3_34_O2","no wound","0"
"300",36,0.501344283096007,"Gross Photosynthesis",70,"0","H",20230607,646.8135012,15.157251,"20230607_g3_36_O2","no wound","0"
"301",39,0.674867514608832,"Gross Photosynthesis",69,"2","H",20230607,647.206307,13.605149,"20230607_g3_39_O2","wounded","0"
"302",44,0.5969600177375,"Gross Photosynthesis",69,"2","A",20230607,646.8853495,18.972979,"20230607_g3_44_O2","wounded","0"
"303",46,0.817371050400545,"Gross Photosynthesis",69,"1","H",20230607,647.126592,10.527164,"20230607_g3_46_O2","wounded","0"
"304",49,0.601005623428233,"Gross Photosynthesis",69,"2","A",20230607,646.9477579,14.4341875,"20230607_g3_49_O2","wounded","0"
"305",50,0.742576635665573,"Gross Photosynthesis",69,"1","H",20230607,646.5712098,18.6742865,"20230607_g3_50_O2","wounded","0"
"306",54,0.529684118778842,"Gross Photosynthesis",69,"1","A",20230607,647.5340821,9.472281,"20230607_g3_54_O2","wounded","0"
"307",57,0.576160761621002,"Gross Photosynthesis",65,"0","A",20230607,647.2629465,15.113762,"20230607_g3_57_O2","no wound","0"
"308",61,0.495611153488206,"Gross Photosynthesis",65,"0","H",20230607,647.7113429,10.0055315,"20230607_g3_61_O2","no wound","0"
"309",63,0.739684470894477,"Gross Photosynthesis",65,"2","H",20230607,647.4816381,10.9789315,"20230607_g3_63_O2","wounded","0"
"310",67,0.407081800213536,"Gross Photosynthesis",65,"1","A",20230607,646.7815104,11.0615135,"20230607_g3_67_O2","wounded","0"
"311",68,0.78382576211417,"Gross Photosynthesis",65,"0","A",20230607,647.6242858,8.8153145,"20230607_g3_68_O2","no wound","0"
"312",70,0.692706316883426,"Gross Photosynthesis",65,"1","H",20230607,647.3227327,11.800905,"20230607_g3_70_O2","wounded","0"
"313",73,0.82892842683439,"Gross Photosynthesis",67,"2","H",20230607,646.8386744,13.0631065,"20230607_g3_73_O2","wounded","0"
"314",78,0.897994974607685,"Gross Photosynthesis",67,"2","A",20230607,646.9231092,10.711639,"20230607_g3_78_O2","wounded","0"
"315",8,0.543649601836545,"Gross Photosynthesis",68,"0","H",20230607,647.7087207,9.450772,"20230607_g3_8_O2","no wound","0"
"316",80,0.945541240012322,"Gross Photosynthesis",67,"1","H",20230607,646.5544278,10.8349625,"20230607_g3_80_O2","wounded","0"
"317",84,0.470341405727294,"Gross Photosynthesis",67,"1","H",20230607,646.8035369,12.9155265,"20230607_g3_84_O2","wounded","0"
"318",86,0.840144864031347,"Gross Photosynthesis",67,"0","H",20230607,646.8176967,12.334234,"20230607_g3_86_O2","no wound","0"
"319",9,0.594362262207864,"Gross Photosynthesis",68,"2","A",20230607,647.0463527,15.383017,"20230607_g3_9_O2","wounded","0"
"320",90,0.896278318258306,"Gross Photosynthesis",67,"0","A",20230607,647.1800849,8.590883,"20230607_g3_90_O2","no wound","0"
"321",92,0.585326978554078,"Gross Photosynthesis",66,"1","H",20230607,647.3379414,10.858434,"20230607_g3_92_O2","wounded","0"
"322",94,0.653226909994798,"Gross Photosynthesis",66,"2","H",20230607,646.2539235,13.2131985,"20230607_g3_94_O2","wounded","0"
"323",97,0.549119301498236,"Gross Photosynthesis",66,"0","H",20230607,646.3005987,22.4110435,"20230607_g3_97_O2","no wound","0"
"324",99,0.648617318747263,"Gross Photosynthesis",66,"0","H",20230607,647.0211796,16.5598105,"20230607_g3_99_O2","no wound","0"
"325",103,0.409628893517415,"Respiration",66,"0","A",20230613,646.8398571,13.2066045,"20230613_24_A_103_O2","no wound","1"
"327",106,0.30621440029524,"Respiration",66,"1","A",20230613,646.5784801,18.5364405,"20230613_24_A_106_O2","wounded","1"
"328",15,0.378901882637646,"Respiration",68,"0","A",20230613,647.209354,10.8588265,"20230613_24_A_15_O2","no wound","1"
"329",19,0.318607518584976,"Respiration",70,"0","A",20230613,647.3631361,9.6147585,"20230613_24_A_19_O2","no wound","1"
"330",25,0.32275747365353,"Respiration",70,"2","A",20230613,646.7768747,11.8925191983208,"20230613_24_A_25_O2","wounded","1"
"331",26,0.324366318597152,"Respiration",70,"1","A",20230613,647.3426668,7.2334924,"20230613_24_A_26_O2","wounded","1"
"332",41,0.414715608361785,"Respiration",69,"0","A",20230613,646.5643091,19.7038925,"20230613_24_A_41_O2","no wound","1"
"333",49,0.408851678379346,"Respiration",69,"2","A",20230613,646.8781715,14.0411426983208,"20230613_24_A_49_O2","wounded","1"
"335",52,0.444480970989862,"Respiration",69,"1","A",20230613,647.7625496,6.279843,"20230613_24_A_52_O2","wounded","1"
"336",57,0.393799830193773,"Respiration",65,"0","A",20230613,647.1883599,15.113762,"20230613_24_A_57_O2","no wound","1"
"337",59,0.474733721617796,"Respiration",65,"2","A",20230613,647.2728613,15.8629706983208,"20230613_24_A_59_O2","wounded","1"
"338",69,0.450027771534622,"Respiration",65,"1","A",20230613,647.5284649,7.841208,"20230613_24_A_69_O2","wounded","1"
"339",85,0.498405350977212,"Respiration",67,"1","A",20230613,646.6367388,10.184747,"20230613_24_A_85_O2","wounded","1"
"340",87,0.488451538485159,"Respiration",67,"2","A",20230613,647.582,7.74866119832077,"20230613_24_A_87_O2","wounded","1"
"341",9,0.409825807000266,"Respiration",68,"2","A",20230613,646.9710705,14.9899721983208,"20230613_24_A_9_O2","wounded","1"
"342",90,0.532770582223909,"Respiration",67,"0","A",20230613,647.1253774,8.590883,"20230613_24_A_90_O2","no wound","1"
"343",18,0.464279922711149,"Respiration",68,"0","H",20230613,646.8613761,14.7492865,"20230613_24_H_18_O2","no wound","1"
"344",23,0.405819704555248,"Respiration",70,"1","H",20230613,647.4287428,8.8449561,"20230613_24_H_23_O2","wounded","1"
"345",24,0.352971030981553,"Respiration",70,"2","H",20230613,647.3263963,9.39629769832077,"20230613_24_H_24_O2","wounded","1"
"346",3,0.515466453642141,"Respiration",68,"1","H",20230613,646.6031482,17.493568,"20230613_24_H_3_O2","wounded","1"
"347",32,0.275340489019655,"Respiration",70,"0","H",20230613,646.2284028,17.049415,"20230613_24_H_32_O2","no wound","1"
"348",43,0.430904002237723,"Respiration",69,"2","H",20230613,646.2404745,21.3323796983208,"20230613_24_H_43_O2","wounded","1"
"349",46,0.463505568774531,"Respiration",69,"1","H",20230613,647.1201289,9.00552,"20230613_24_H_46_O2","wounded","1"
"350",51,0.527903214426048,"Respiration",69,"0","H",20230613,647.3825557,8.4441665,"20230613_24_H_51_O2","no wound","1"
"351",56,0.504134407232381,"Respiration",65,"1","H",20230613,647.0886377,13.8080715,"20230613_24_H_56_O2","wounded","1"
"352",58,0.377796088719091,"Respiration",65,"0","H",20230613,647.7126885,9.7158665,"20230613_24_H_58_O2","no wound","1"
"353",63,0.443858842553583,"Respiration",65,"2","H",20230613,647.4297925,10.5858866983208,"20230613_24_H_63_O2","wounded","1"
"354",7,0.466439090571589,"Respiration",68,"2","H",20230613,645.747637,24.3083931983208,"20230613_24_H_7_O2","wounded","1"
"355",74,0.445713755042448,"Respiration",67,"1","H",20230613,647.1579184,11.8347385,"20230613_24_H_74_O2","wounded","1"
"356",76,0.483467038184023,"Respiration",67,"2","H",20230613,646.6782023,13.5619001983208,"20230613_24_H_76_O2","wounded","1"
"357",81,0.548890402847063,"Respiration",67,"0","H",20230613,646.7312125,10.2396185,"20230613_24_H_81_O2","no wound","1"
"358",92,0.332358693738928,"Respiration",66,"1","H",20230613,647.3353188,9.7731715,"20230613_24_H_92_O2","wounded","1"
"359",97,0.366369274797712,"Respiration",66,"0","H",20230613,646.1921879,22.4110435,"20230613_24_H_97_O2","no wound","1"
"360",98,0.379343647559436,"Respiration",66,"2","H",20230613,646.0903664,20.2067681983208,"20230613_24_H_98_O2","wounded","1"
"361",108,0.34868571062521,"Respiration",66,"0","A",20230614,647.1885948,14.707603,"20230614_24_A_108_O2","no wound","1"
"362",12,0.30309907873903,"Respiration",68,"1","A",20230614,646.3757468,26.256994,"20230614_24_A_12_O2","wounded","1"
"363",16,0.382261471486559,"Respiration",68,"2","A",20230614,646.1481493,24.9628476983208,"20230614_24_A_16_O2","wounded","1"
"364",20,0.367896478883129,"Respiration",70,"1","A",20230614,647.356933,8.018932,"20230614_24_A_20_O2","wounded","1"
"365",34,0.360309902493844,"Respiration",70,"0","A",20230614,647.1015414,10.827819,"20230614_24_A_34_O2","no wound","1"
"367",42,0.40941201509648,"Respiration",69,"2","A",20230614,646.6951174,14.1449981983208,"20230614_24_A_42_O2","wounded","1"
"368",54,0.281733858510706,"Respiration",69,"1","A",20230614,647.5284177,8.6715025,"20230614_24_A_54_O2","wounded","1"
"369",75,0.340901833035474,"Respiration",67,"1","A",20230614,646.585514,18.960105,"20230614_24_A_75_O2","wounded","1"
"370",101,0.385986259807862,"Respiration",66,"2","A",20230614,647.4361201,10.0352876983208,"20230614_24_A_101_O2","wounded","1"
"372",29,0.286089904666558,"Respiration",70,"2","A",20230614,646.9284834,11.8611976983208,"20230614_24_A_29_O2","wounded","1"
"373",62,0.470388033165887,"Respiration",65,"2","A",20230614,647.4922328,8.04806019832077,"20230614_24_A_62_O2","wounded","1"
"374",67,0.328007582321295,"Respiration",65,"1","A",20230614,646.8435277,9.7483655,"20230614_24_A_67_O2","wounded","1"
"375",68,0.51555193857346,"Respiration",65,"0","A",20230614,647.5567363,8.8153145,"20230614_24_A_68_O2","no wound","1"
"376",77,0.433308948040382,"Respiration",67,"0","A",20230614,647.4518526,10.508481,"20230614_24_A_77_O2","no wound","1"
"377",78,0.468963263235843,"Respiration",67,"2","A",20230614,646.86398,10.3185941983208,"20230614_24_A_78_O2","wounded","1"
"378",91,0.38942368669639,"Respiration",66,"1","A",20230614,646.6222233,13.2105295,"20230614_24_A_91_O2","wounded","1"
"379",14,0.420334558782401,"Respiration",68,"2","H",20230614,646.626943,11.7176211983208,"20230614_24_H_14_O2","wounded","1"
"381",2,0.496338455348773,"Respiration",68,"1","H",20230614,645.6667336,27.4640885,"20230614_24_H_2_O2","wounded","1"
"382",28,0.320232385547991,"Respiration",70,"0","H",20230614,647.0160612,11.339482,"20230614_24_H_28_O2","no wound","1"
"383",33,0.342926534000358,"Respiration",70,"2","H",20230614,647.3333342,9.64938169832077,"20230614_24_H_33_O2","wounded","1"
"384",35,0.296524714815149,"Respiration",70,"1","H",20230614,647.54887,7.299244,"20230614_24_H_35_O2","wounded","1"
"385",45,0.468213841361438,"Respiration",69,"2","H",20230614,646.3463794,16.5944336983208,"20230614_24_H_45_O2","wounded","1"
"386",47,0.436210682187401,"Respiration",69,"0","H",20230614,647.1655204,13.235728,"20230614_24_H_47_O2","no wound","1"
"387",50,0.38102212705853,"Respiration",69,"1","H",20230614,646.5257303,17.7701235,"20230614_24_H_50_O2","wounded","1"
"388",55,0.506166493403882,"Respiration",65,"2","H",20230614,647.0150124,13.9037676983208,"20230614_24_H_55_O2","wounded","1"
"389",60,0.434874069397705,"Respiration",65,"0","H",20230614,647.0108171,18.8185695,"20230614_24_H_60_O2","no wound","1"
"390",70,0.468123704212047,"Respiration",65,"1","H",20230614,647.2751238,10.904435,"20230614_24_H_70_O2","wounded","1"
"391",73,0.532128500627763,"Respiration",67,"2","H",20230614,646.754901,12.6700616983208,"20230614_24_H_73_O2","wounded","1"
"392",84,0.442752276949823,"Respiration",67,"1","H",20230614,646.7895126,11.5956275,"20230614_24_H_84_O2","wounded","1"
"393",89,0.50174889788809,"Respiration",67,"0","H",20230614,647.078467,10.0967485,"20230614_24_H_89_O2","no wound","1"
"394",94,0.411788562491236,"Respiration",66,"2","H",20230614,646.2074086,12.8201536983208,"20230614_24_H_94_O2","wounded","1"
"395",96,0.383757055985553,"Respiration",66,"1","H",20230614,646.5294013,15.2297065,"20230614_24_H_96_O2","wounded","1"
"396",99,0.349906157825136,"Respiration",66,"0","H",20230614,646.9253369,16.5598105,"20230614_24_H_99_O2","no wound","1"
"397",1,0.359385676475834,"Respiration",68,"0","A",20230615,645.9694407,22.4680345,"20230615_24_A_1_O2","no wound","1"
"398",102,0.358690890132808,"Respiration",66,"2","A",20230615,647.3603377,9.88488169832077,"20230615_24_A_102_O2","wounded","1"
"399",105,0.314762974027155,"Respiration",66,"1","A",20230615,646.0134963,24.099971,"20230615_24_A_105_O2","wounded","1"
"400",107,0.31284182027639,"Respiration",66,"0","A",20230615,647.6141816,7.4710805,"20230615_24_A_107_O2","no wound","1"
"401",21,0.219502572239573,"Respiration",70,"0","A",20230615,647.3440791,10.917466,"20230615_24_A_21_O2","no wound","1"
"402",22,0.267138350268279,"Respiration",70,"1","A",20230615,647.1704792,9.5967035,"20230615_24_A_22_O2","wounded","1"
"403",27,0.234442096226266,"Respiration",70,"2","A",20230615,646.6554487,16.1082046983208,"20230615_24_A_27_O2","wounded","1"
"404",38,0.366818755101514,"Respiration",69,"1","A",20230615,647.2145348,8.6132555,"20230615_24_A_38_O2","wounded","1"
"405",4,0.435879268565981,"Respiration",68,"2","A",20230615,645.8944414,21.6481066983208,"20230615_24_A_4_O2","wounded","1"
"406",44,0.310136232607627,"Respiration",69,"2","A",20230615,646.7456577,18.5799341983208,"20230615_24_A_44_O2","wounded","1"
"407",53,0.369899036091411,"Respiration",69,"0","A",20230615,647.3986241,8.235592,"20230615_24_A_53_O2","no wound","1"
"408",6,0.355393126685382,"Respiration",68,"1","A",20230615,646.6402391,16.8488475,"20230615_24_A_6_O2","wounded","1"
"409",64,0.492408106078434,"Respiration",65,"0","A",20230615,647.6052656,7.920336,"20230615_24_A_64_O2","no wound","1"
"410",65,0.368156656568341,"Respiration",65,"2","A",20230615,647.0168092,15.9654131983208,"20230615_24_A_65_O2","wounded","1"
"412",82,0.332759761218493,"Respiration",67,"2","A",20230615,647.3687292,9.54795969832077,"20230615_24_A_82_O2","wounded","1"
"413",83,0.356362432022736,"Respiration",67,"0","A",20230615,647.047753,11.238845,"20230615_24_A_83_O2","no wound","1"
"414",88,0.415650429555476,"Respiration",67,"1","A",20230615,647.1353396,6.9854795,"20230615_24_A_88_O2","wounded","1"
"415",10,0.354067826014166,"Respiration",68,"1","H",20230615,646.6790499,18.5601475,"20230615_24_H_10_O2","wounded","1"
"416",100,0.395914609274164,"Respiration",66,"1","H",20230615,647.1248502,12.7046755,"20230615_24_H_100_O2","wounded","1"
"417",13,0.470932135379481,"Respiration",68,"2","H",20230615,647.2481009,11.0867951983208,"20230615_24_H_13_O2","wounded","1"
"418",30,0.387770775870768,"Respiration",70,"1","H",20230615,646.623456,11.4202585,"20230615_24_H_30_O2","wounded","1"
"419",31,0.27558266163807,"Respiration",70,"2","H",20230615,646.8295731,11.6072501983208,"20230615_24_H_31_O2","wounded","1"
"420",36,0.296616329740866,"Respiration",70,"0","H",20230615,646.7236299,15.157251,"20230615_24_H_36_O2","no wound","1"
"421",39,0.385970877938023,"Respiration",69,"2","H",20230615,647.1295705,13.2121041983208,"20230615_24_H_39_O2","wounded","1"
"422",40,0.416671276502701,"Respiration",69,"0","H",20230615,645.4937456,26.901793,"20230615_24_H_40_O2","no wound","1"
"423",48,0.458167806143913,"Respiration",69,"1","H",20230615,647.0220539,10.265759,"20230615_24_H_48_O2","wounded","1"
"424",61,0.414229812854203,"Respiration",65,"0","H",20230615,647.633587,10.0055315,"20230615_24_H_61_O2","no wound","1"
"425",66,0.488323733160993,"Respiration",65,"2","H",20230615,646.6140155,23.4266811983208,"20230615_24_H_66_O2","wounded","1"
"426",72,0.51465520842413,"Respiration",65,"1","H",20230615,647.1689058,12.577584,"20230615_24_H_72_O2","wounded","1"
"427",79,0.394198867838546,"Respiration",67,"2","H",20230615,647.1227523,15.5676536983208,"20230615_24_H_79_O2","wounded","1"
"428",8,0.46863909990974,"Respiration",68,"0","H",20230615,647.4793926,9.450772,"20230615_24_H_8_O2","no wound","1"
"429",80,0.587121754114593,"Respiration",67,"1","H",20230615,646.5500301,9.5758225,"20230615_24_H_80_O2","wounded","1"
"430",86,0.444701610998396,"Respiration",67,"0","H",20230615,646.750378,12.334234,"20230615_24_H_86_O2","no wound","1"
"431",93,0.296418151191613,"Respiration",66,"2","H",20230615,646.8196081,18.4407536983208,"20230615_24_H_93_O2","wounded","1"
"432",95,0.38929286511122,"Respiration",66,"0","H",20230615,646.514366,18.211058,"20230615_24_H_95_O2","no wound","1"
"433",103,0.236028803632475,"Net Photosythesis",66,"0","A",20230613,646.8398571,13.2066045,"20230613_24_A_103_O2","no wound","1"
"435",106,0.137745392173403,"Net Photosythesis",66,"1","A",20230613,646.5784801,18.5364405,"20230613_24_A_106_O2","wounded","1"
"436",15,0.215183464359876,"Net Photosythesis",68,"0","A",20230613,647.209354,10.8588265,"20230613_24_A_15_O2","no wound","1"
"437",19,0.192318240516223,"Net Photosythesis",70,"0","A",20230613,647.3631361,9.6147585,"20230613_24_A_19_O2","no wound","1"
"438",25,0.193158944886215,"Net Photosythesis",70,"2","A",20230613,646.7768747,11.8925191983208,"20230613_24_A_25_O2","wounded","1"
"439",26,0.0882897320952016,"Net Photosythesis",70,"1","A",20230613,647.3426668,7.2334924,"20230613_24_A_26_O2","wounded","1"
"440",41,0.34375806103161,"Net Photosythesis",69,"0","A",20230613,646.5643091,19.7038925,"20230613_24_A_41_O2","no wound","1"
"441",49,0.24546742578567,"Net Photosythesis",69,"2","A",20230613,646.8781715,14.0411426983208,"20230613_24_A_49_O2","wounded","1"
"443",52,0.192378234443943,"Net Photosythesis",69,"1","A",20230613,647.7625496,6.279843,"20230613_24_A_52_O2","wounded","1"
"444",57,0.0843798617340478,"Net Photosythesis",65,"0","A",20230613,647.1883599,15.113762,"20230613_24_A_57_O2","no wound","1"
"445",59,0.129554501420343,"Net Photosythesis",65,"2","A",20230613,647.2728613,15.8629706983208,"20230613_24_A_59_O2","wounded","1"
"446",69,0.232422463906563,"Net Photosythesis",65,"1","A",20230613,647.5284649,7.841208,"20230613_24_A_69_O2","wounded","1"
"447",85,0.323036481365248,"Net Photosythesis",67,"1","A",20230613,646.6367388,10.184747,"20230613_24_A_85_O2","wounded","1"
"448",87,0.267819687397826,"Net Photosythesis",67,"2","A",20230613,647.582,7.74866119832077,"20230613_24_A_87_O2","wounded","1"
"449",9,0.28118868867798,"Net Photosythesis",68,"2","A",20230613,646.9710705,14.9899721983208,"20230613_24_A_9_O2","wounded","1"
"450",90,0.328804704870071,"Net Photosythesis",67,"0","A",20230613,647.1253774,8.590883,"20230613_24_A_90_O2","no wound","1"
"451",18,0.118106022264883,"Net Photosythesis",68,"0","H",20230613,646.8613761,14.7492865,"20230613_24_H_18_O2","no wound","1"
"452",23,0.311968674315242,"Net Photosythesis",70,"1","H",20230613,647.4287428,8.8449561,"20230613_24_H_23_O2","wounded","1"
"453",24,0.188806356672623,"Net Photosythesis",70,"2","H",20230613,647.3263963,9.39629769832077,"20230613_24_H_24_O2","wounded","1"
