"","coral_num","temp","wound","genotype","timepoint","umol.sec.corr","drymass","SA"
"276","35","H","1",70,"day10",-0.00045229184280337,7.17022788546029,7.299244
"277","45","H","2",69,"day10",-0.00166109805232229,10.7305651245024,16.5944336983208
"278","47","H","0",69,"day10",-0.00128343721695989,8.31896596553926,13.235728
"279","50","H","1",69,"day10",-0.0013984025669739,10.1329209991803,17.7701235
"280","55","H","2",65,"day10",-0.00157941683392541,8.82050651292015,13.9037676983208
"281","60","H","0",65,"day10",-0.00178160723865937,8.7198980797629,18.8185695
"282","70","H","1",65,"day10",-0.00115428151819341,8.00963257404087,10.904435
"283","73","H","2",67,"day10",-0.00137269917140894,9.52326392661552,12.6700616983208
"284","84","H","1",67,"day10",-0.00105806929334845,9.29051307378906,11.5956275
"285","89","H","0",67,"day10",-0.00105198747438094,8.55772329198705,10.0967485
"286","94","H","2",66,"day10",-0.00123413052946206,10.9783321613822,12.8201536983208
"287","96","H","1",66,"day10",-0.00132004868175688,10.2065003010416,15.2297065
"288","99","H","0",66,"day10",-0.00120564323022463,8.99018939272266,16.5598105
"289","1","A","0",68,"day10",-0.00173304301197149,11.9735080677468,22.4680345
"290","102","A","2",66,"day10",-0.00136668594190504,7.92303608018189,9.88488169832077
"291","105","A","1",66,"day10",-0.00213693808470974,12.0639957039703,24.099971
"292","107","A","0",66,"day10",-0.000670590033789001,6.97368274420965,7.4710805
"293","21","A","0",70,"day10",-0.000756865497198104,7.54421495904273,10.917466
"294","22","A","1",70,"day10",-0.000732485859880205,8.2911213800742,9.5967035
"295","27","A","2",70,"day10",-0.000904739914823047,9.84934914961829,16.1082046983208
"296","38","A","1",69,"day10",-0.00103906691632009,8.2972561350724,8.6132555
"297","4","A","2",68,"day10",-0.00199805444864799,12.1897581814335,21.6481066983208
"298","44","A","2",69,"day10",-0.00177328410593276,10.1591542770276,18.5799341983208
"299","53","A","0",69,"day10",-0.000870400750161621,7.65617423775997,8.235592
"300","6","A","1",68,"day10",-0.00136032470942939,9.89689350085438,16.8488475
"301","64","A","0",65,"day10",-0.00131965776755554,7.20220236789279,7.920336
"302","65","A","2",65,"day10",-0.00166097958280605,8.92146745613977,15.9654131983208
"304","82","A","2",67,"day10",-0.00108564852583848,7.74206080773484,9.54795969832077
"305","83","A","0",67,"day10",-0.00117071213121536,8.92606852238842,11.238845
"306","88","A","1",67,"day10",-0.000856998087739691,8.52424207000599,6.9854795
"307","10","H","1",68,"day10",-0.00157417752048856,9.98431375957881,18.5601475
"308","100","H","1",66,"day10",-0.0012743164477947,8.55338215624747,12.7046755
"309","13","H","2",68,"day10",-0.00106269047373155,8.02119216015317,11.0867951983208
"310","30","H","1",70,"day10",-0.000837746731749836,9.36163612726099,11.4202585
"311","31","H","2",70,"day10",-0.0014880740276146,9.88462399085797,11.6072501983208
"312","36","H","0",70,"day10",-0.00103684357675006,9.60089157219099,15.157251
"313","39","H","2",69,"day10",-0.00131840412885555,8.62853290497548,13.2121041983208
"314","40","H","0",69,"day10",-0.00258271787596163,13.4504503335647,26.901793
"315","48","H","1",69,"day10",-0.001176167447106,8.68221201120977,10.265759
"316","61","H","0",65,"day10",-0.00116066444009906,6.97368274420965,10.0055315
"317","66","H","2",65,"day10",-0.00268167527393957,10.1974964957664,23.4266811983208
"318","72","H","1",65,"day10",-0.000826924824626031,8.58405593123849,12.577584
"319","79","H","2",67,"day10",-0.0014078292362469,8.55338215624747,15.5676536983208
"320","8","H","0",68,"day10",-0.000951706360357304,7.42305354782817,9.450772
"321","80","H","1",67,"day10",-0.00126896557812687,10.28798413199,9.5758225
"322","86","H","0",67,"day10",-0.00141306124539897,9.7358561821515,12.334234
"323","93","H","2",66,"day10",-0.00124374005467011,9.48279753847554,18.4407536983208
"324","95","H","0",66,"day10",-0.00166283730055762,10.4168139869523,18.211058
"325","103","A","0",66,"day19",-0.00148330024079134,9.7410525762471,13.2066045
"327","106","A","1",66,"day19",-0.00143880246080005,10.4320268939394,18.5364405
"328","15","A","0",68,"day19",-0.00101535575846414,8.44030491389513,10.8588265
"329","19","A","0",70,"day19",-0.000976001138522306,7.98680513997737,9.6147585
"330","25","A","2",70,"day19",-0.0010822137088696,9.76863026520156,11.8925191983208
"331","26","A","1",70,"day19",-0.000611355272322041,7.83359575689705,7.2334924
"332","41","A","0",69,"day19",-0.00200241400979458,10.7476382230848,19.7038925
"333","49","A","2",69,"day19",-0.00165749327337328,9.56486178570472,14.0411426983208
"335","52","A","1",69,"day19",-0.000743143038029098,6.84079895453654,6.279843
"336","57","A","0",65,"day19",-0.00202527338417128,8.8018790579647,15.113762
"337","59","A","2",65,"day19",-0.00216844180942992,8.58278964015984,15.8629706983208
"338","69","A","1",65,"day19",-0.0011771631853082,7.40614157810294,7.841208
"339","85","A","1",67,"day19",-0.00154170785058265,10.2527719157354,10.184747
"340","87","A","2",67,"day19",-0.000962991767756159,7.2468038196994,7.74866119832077
"341","9","A","2",68,"day19",-0.00134554575131375,9.36109330620789,14.9899721983208
"342","90","A","0",67,"day19",-0.00111969770298006,8.74672368005579,8.590883
"343","18","H","0",68,"day19",-0.00180060698127091,9.70785310094376,14.7492865
"344","23","H","1",70,"day19",-0.00111488924192943,7.58707939626444,8.8449561
"345","24","H","2",70,"day19",-0.00109195913011077,8.09471953321724,9.39629769832077
"346","3","H","1",68,"day19",-0.00208855086075921,10.4157970268749,17.493568
"347","32","H","0",70,"day19",-0.00137171897010386,11.3393351073553,17.049415
"348","43","H","2",69,"day19",-0.00232143063611158,11.6757231499144,21.3323796983208
"349","46","H","1",69,"day19",-0.00112114184547256,8.68645668080981,9.00552
"350","51","H","0",69,"day19",-0.0011799398017758,7.84701561096919,8.4441665
"351","56","H","1",65,"day19",-0.00199370062600694,9.06412871041024,13.8080715
"352","58","H","0",65,"day19",-0.00109994892712426,7.00757454112856,9.7158665
"353","63","H","2",65,"day19",-0.00140564589369629,7.81490584327036,10.5858866983208
"354","7","H","2",68,"day19",-0.00257770309966781,12.9754042234381,24.3083931983208
"355","74","H","1",67,"day19",-0.00159363556501155,8.6986889732665,11.8347385
"356","76","H","2",67,"day19",-0.00155979573165928,10.0243636682607,13.5619001983208
"357","81","H","0",67,"day19",-0.00180532196695432,9.8989826705796,10.2396185
"358","92","H","1",66,"day19",-0.000975136340166972,8.05802265584716,9.7731715
"359","97","H","0",66,"day19",-0.00220408635115207,11.6436133822156,22.4110435
"360","98","H","2",66,"day19",-0.0020173430259994,11.6956006251565,20.2067681983208
"361","101","A","2",66,"day19",-0.00116473050163346,7.9565017919687,10.0352876983208
"362","108","A","0",66,"day19",-0.00144128717779777,8.76060815664496,14.707603
"364","12","A","1",68,"day19",-0.00227088621672116,11.1206526495284,26.256994
"365","16","A","2",68,"day19",-0.00239387659770474,12.201506902621,24.9628476983208
"366","20","A","1",70,"day19",-0.000854596363492585,7.93958942100993,8.018932
"367","29","A","2",70,"day19",-0.000945651125890653,9.25414189098736,11.8611976983208
"368","34","A","0",70,"day19",-0.00115797158490791,8.73600834434129,10.827819
"370","42","A","2",69,"day19",-0.00160843118822722,10.251971777555,14.1449981983208
"371","54","A","1",69,"day19",-0.000865085351597899,7.34611894918385,8.6715025
"372","62","A","2",65,"day19",-0.00122473794716066,7.6643790208626,8.04806019832077
"373","67","A","1",65,"day19",-0.000957532839793843,9.50475247883102,9.7483655
"374","68","A","0",65,"day19",-0.00122412905099594,7.59211707222057,8.8153145
"375","75","A","1",67,"day19",-0.00205733816862644,10.4164830223358,18.960105
"376","77","A","0",67,"day19",-0.00147221597800034,7.88731481986462,10.508481
