"","coral_num","umol.cm2.hr","Rate.ln","Temp.C","temp","wound","timepoint"
"352",58,0.407561810122375,-0.678136782137821,30.3445614035088,"H",0,"day19"
"353",63,0.478025635595491,-0.548137059051957,30.3723684210526,"H",2,"day19"
"354",7,0.3817500845529,-0.730329796175688,30.20172,"H",2,"day19"
"355",74,0.48476677655713,-0.536542183793225,30.3516315789474,"H",1,"day19"
"356",76,0.414047040006142,-0.665440500192768,30.1831866666667,"H",2,"day19"
"357",81,0.634707150567723,-0.308283293767194,30.3639824561404,"H",0,"day19"
"358",92,0.359196687032566,-0.778276648653141,30.2565263157895,"H",1,"day19"
"359",97,0.354053610406291,-0.789540003316871,30.2181866666667,"H",0,"day19"
"360",98,0.359406057530831,-0.777820803069988,30.2722266666667,"H",2,"day19"
"361",101,0.417828559771344,-0.658111057196272,28.7597213114754,"A",2,"day19"
"362",108,0.35278582377237,-0.792336060506479,28.7015245901639,"A",0,"day19"
"364",12,0.311352867742445,-0.888303873852796,28.3412419354839,"A",1,"day19"
