"","coral_num","umol.cm2.hr","Rate.ln","Temp.C","temp","wound","timepoint"
"39",100,0.163411671741397,-1.33403717880429,28.3889333333333,"H",1,"day0"
"41",13,0.111826525993822,-1.55198761289277,29.5728,"H",2,"day0"
"42",14,0.239226457619231,-1.08108737804954,28.3187333333333,"H",2,"day0"
"43",16,0.222711793425365,-1.13099563449544,28.2308,"A",2,"day0"
"45",19,0.0518972012153995,-1.88455129472857,29.6107333333333,"A",0,"day0"
"46",22,0.0567045346799549,-1.85339319143036,29.7483166666667,"A",1,"day0"
"47",26,0.0986389368703359,-1.61626648983876,29.392,"A",1,"day0"
"48",28,0.224401067094351,-1.12577466730624,28.41505,"H",0,"day0"
"49",30,0.1062160400077,-1.57883092183251,28.3121166666667,"H",1,"day0"
"50",32,0.0372350541881028,-1.98606009932632,29.6939333333333,"H",0,"day0"
"51",35,0.14405782729337,-1.41035008466434,28.0791333333333,"H",1,"day0"
"53",42,0.227316965145887,-1.11682626519202,29.4058333333333,"A",2,"day0"
"54",43,0.313140592740379,-0.883967325692677,28.44785,"H",2,"day0"
"55",45,0.368983014510332,-0.757188727587567,28.4156833333333,"H",2,"day0"
"56",47,0.201339947971902,-1.19951625626481,29.4459666666667,"H",0,"day0"
"58",52,0.226769823274204,-1.11849926030211,29.7851833333333,"A",1,"day0"
"59",55,0.290198300751421,-0.94110020561701,28.3968833333333,"H",2,"day0"
"60",59,0.282153658544166,-0.96193250375758,28.2345166666667,"A",2,"day0"
"61",65,0.198723693065575,-1.2082362362979,28.2878,"A",2,"day0"
"62",69,0.142863514188672,-1.41525566344274,29.7911166666667,"A",1,"day0"
"64",74,0.239070764955187,-1.08154644720565,29.5969166666667,"H",1,"day0"
"65",77,0.323161244916148,-0.860001978916506,29.47945,"A",0,"day0"
