"Day","Mean Area","Area SD","Mean Perimeter","Perimeter SD","Mean Ferets Diameter","Ferets Diameter SD"
"0",22.0766363636364,8.44860425481899,22.9764545454545,5.38997714955521,7.02427272727273,1.40964691259259
"1",21.5278181818182,7.88722966342659,21.6763636363636,4.89176870411362,6.608,1.52593715466922
"10",17.4310909090909,9.63699766996491,17.4613636363636,5.44381853615139,5.79309090909091,1.74517738092983
"19",5.22890909090909,9.45755715239983,5.146,7.67107366670403,1.69972727272727,2.49910500343259
